query_id,query,num_relevant,relevant_ids
q_077415,What are the adverse effects of thiethylperazine on learning processes in wt mice?,6,Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Neurol Res. 2025 Nov 12:1-10. doi: 10.1080/01616412.2025.2581245.
q_693975,What is the mechanism by which artificial intelligence (AI) enhances the accuracy and safety of drug dispensing in hospital environments?,12,J Res Pharm Pract. 2025 Oct 6;14(3):87-97. doi: 10.4103/jrpp.jrpp_51_25.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.; J Res Pharm Pract. 2025 Oct 6;14(3):87-97. doi: 10.4103/jrpp.jrpp_51_25.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.
q_598373,"What is the underlying mechanism by which the locally deployed context-aware chatbot, as described in the study, outperforms generic large language models in the pediatric radiology context?",8,Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Sci Rep. 2025 Nov 10;15(1):39379. doi: 10.1038/s41598-025-23973-1.
q_379491,What are the key serum antiphospholipase A2 receptor antibodies identified in patients with renal diseases?,13,Ren Fail. 2025 Dec;47(1):2581751. doi: 10.1080/0886022X.2025.2581751. Epub 2025; Rheumatology (Oxford). 2025 Nov 14:keaf593. doi: 10.1093/rheumatology/keaf593.; Ren Fail. 2025 Dec;47(1):2581751. doi: 10.1080/0886022X.2025.2581751. Epub 2025; Clin Kidney J. 2025 Oct 22;18(11):sfaf321. doi: 10.1093/ckj/sfaf321. eCollection; BMC Nephrol. 2025 Nov 12;26(1):632. doi: 10.1186/s12882-025-04549-7.
q_423686,What is the difference in the prevalence of heavy menstrual bleeding (HMB) among African women in regions with varying levels of healthcare access?,9,Ann Med Surg (Lond). 2025 May 20;87(7):4194-4200. doi:; Ann Med Surg (Lond). 2025 May 20;87(7):4194-4200. doi:; BMC Womens Health. 2025 Sep 26;25(1):445. doi: 10.1186/s12905-025-03993-9.; Ann Med Surg (Lond). 2025 May 20;87(7):4194-4200. doi:; Cureus. 2025 Sep 10;17(9):e91994. doi: 10.7759/cureus.91994. eCollection 2025
q_641334,What is the effect of FAP directly cleaving FN1 on the adhesion and invasive phenotype of tumor cells?,5,J Transl Med. 2025 Nov 13;23(1):1284. doi: 10.1186/s12967-025-07307-3.; J Transl Med. 2025 Nov 13;23(1):1284. doi: 10.1186/s12967-025-07307-3.; J Transl Med. 2025 Nov 13;23(1):1284. doi: 10.1186/s12967-025-07307-3.; J Transl Med. 2025 Nov 13;23(1):1284. doi: 10.1186/s12967-025-07307-3.; Transl Cancer Res. 2025 Oct 31;14(10):6429-6441. doi: 10.21037/tcr-2025-980. Epub
q_492269,When should iron overload screening be prioritized in patients with beta thalassemia major?,13,Cureus. 2025 Oct 6;17(10):e93915. doi: 10.7759/cureus.93915. eCollection 2025; Cureus. 2025 Oct 6;17(10):e93915. doi: 10.7759/cureus.93915. eCollection 2025; Mediterr J Hematol Infect Dis. 2025 Nov 1;17(1):e2025072. doi:; Hemoglobin. 2025 Oct 29:1-7. doi: 10.1080/03630269.2025.2578380.; Mediterr J Hematol Infect Dis. 2025 Nov 1;17(1):e2025069. doi:
q_492042,What is the mechanism by which adaptive synthetic sampling (adasyn) algorithm addresses class imbalance in the development of the machine learning model for early prediction of severe outcomes following hymenopteran stings?,9,Front Public Health. 2025 Oct 28;13:1664606. doi: 10.3389/fpubh.2025.1664606.; Front Public Health. 2025 Oct 28;13:1664606. doi: 10.3389/fpubh.2025.1664606.; Front Public Health. 2025 Oct 28;13:1664606. doi: 10.3389/fpubh.2025.1664606.; BMC Infect Dis. 2025 Nov 13;25(1):1569. doi: 10.1186/s12879-025-11465-6.; Brief Bioinform. 2025 Nov 1;26(6):bbaf590. doi: 10.1093/bib/bbaf590.
q_774455,What is the cumulative incidence of relapse at 2 years after transplantation in this cohort of patients?,9,Kidney Med. 2025 Sep 15;7(11):101104. doi: 10.1016/j.xkme.2025.101104.; Ann Hematol. 2025 Nov 14. doi: 10.1007/s00277-025-06728-w.; Br J Dermatol. 2025 Oct 12:ljaf394. doi: 10.1093/bjd/ljaf394.; Kidney Int Rep. 2025 Jul 14;10(10):3465-3483. doi: 10.1016/j.ekir.2025.07.008.; Infect Control Hosp Epidemiol. 2025 Nov 14:1-11. doi: 10.1017/ice.2025.10330.
q_385680,What is the primary difference between targeting tumor intrinsic resistance and addressing extrinsic immune suppression in the treatment of metastatic castration-resistant prostate cancer (mCRPC)?,9,Cancers (Basel). 2025 Oct 27;17(21):3441. doi: 10.3390/cancers17213441.; Cancers (Basel). 2025 Oct 27;17(21):3441. doi: 10.3390/cancers17213441.; Cancers (Basel). 2025 Oct 27;17(21):3441. doi: 10.3390/cancers17213441.; Diagnostics (Basel). 2025 Oct 28;15(21):2737. doi: 10.3390/diagnostics15212737.; Cureus. 2025 Oct 12;17(10):e94427. doi: 10.7759/cureus.94427. eCollection 2025
q_907622,What role do microRNAs play in regulating drug metabolism and transport during pregnancy?,10,bioRxiv [Preprint]. 2025 Jul 23:2025.07.18.665636. doi:; bioRxiv [Preprint]. 2025 Jul 23:2025.07.18.665636. doi:; bioRxiv [Preprint]. 2025 Jul 23:2025.07.18.665636. doi:; bioRxiv [Preprint]. 2025 Jul 23:2025.07.18.665636. doi:; J Clin Med. 2025 Oct 26;14(21):7593. doi: 10.3390/jcm14217593.
q_255088,What is the recommended approach for managing psychiatric inpatients who screen positive for potential violent behavior based on the results presented in the study?,8,Community Ment Health J. 2025 Nov 14. doi: 10.1007/s10597-025-01562-w.; Community Ment Health J. 2025 Nov 14. doi: 10.1007/s10597-025-01562-w.; Front Psychiatry. 2025 Oct 29;16:1653093. doi: 10.3389/fpsyt.2025.1653093.; Front Psychiatry. 2025 Oct 29;16:1653093. doi: 10.3389/fpsyt.2025.1653093.; Issues Ment Health Nurs. 2025 Oct 27:1-7. doi: 10.1080/01612840.2025.2558062.
q_727065,What is the mechanism by which DES and SG devices significantly reduce TLI rates compared to plain balloon angioplasty while prolonging TLI-free intervals?,7,J Endovasc Ther. 2025 Oct 30:15266028251384926. doi: 10.1177/15266028251384926.; J Endovasc Ther. 2025 Oct 30:15266028251384926. doi: 10.1177/15266028251384926.; J Clin Med. 2025 Oct 25;14(21):7576. doi: 10.3390/jcm14217576.; J Endovasc Ther. 2025 Oct 30:15266028251384926. doi: 10.1177/15266028251384926.; Int J Surg. 2025 Nov 13. doi: 10.1097/JS9.0000000000003941.
q_793076,What is the underlying immunological mechanism leading to the development of tumefactive multiple sclerosis in the postpartum period?,7,Ann Med Surg (Lond). 2025 Sep 30;87(11):7706-7710. doi:; Ann Med Surg (Lond). 2025 Sep 30;87(11):7706-7710. doi:; Ann Med Surg (Lond). 2025 Sep 30;87(11):7706-7710. doi:; Fluids Barriers CNS. 2025 Nov 7;22(1):114. doi: 10.1186/s12987-025-00724-y.; Ann Med Surg (Lond). 2025 Sep 30;87(11):7706-7710. doi:
q_165793,What autoimmune disorders are strongly associated with a higher risk of gastric cancer according to the pooled risk ratio analysis in the study?,6,Int J Surg. 2025 Nov 6. doi: 10.1097/JS9.0000000000003937.; Int J Surg. 2025 Nov 6. doi: 10.1097/JS9.0000000000003937.; Int J Surg. 2025 Nov 6. doi: 10.1097/JS9.0000000000003937.; Int J Surg. 2025 Nov 6. doi: 10.1097/JS9.0000000000003937.; Brain Behav. 2025 Nov;15(11):e71066. doi: 10.1002/brb3.71066.
q_834442,What is the proposed neurobiological mechanism by which idiopathic generalized epilepsies may contribute to the development of personality disorders in adults?,4,J Neurol. 2025 Nov 14;272(12):762. doi: 10.1007/s00415-025-13508-z.; J Neurol. 2025 Nov 14;272(12):762. doi: 10.1007/s00415-025-13508-z.; PCN Rep. 2025 Nov 6;4(4):e70237. doi: 10.1002/pcn5.70237. eCollection 2025 Dec.; Neurology. 2025 Dec 9;105(11):e214385. doi: 10.1212/WNL.0000000000214385. Epub
q_553688,What gait parameters were measured during the 10 m walk and TUG tests in the Korean PD cohort examined in this study?,10,Dement Neurocogn Disord. 2025 Oct;24(4):259-271. doi: 10.12779/dnd.2025.24.4.259.; Parkinsonism Relat Disord. 2025 Nov 8:108108. doi:; Dement Neurocogn Disord. 2025 Oct;24(4):259-271. doi: 10.12779/dnd.2025.24.4.259.; Dement Neurocogn Disord. 2025 Oct;24(4):259-271. doi: 10.12779/dnd.2025.24.4.259.; Parkinsonism Relat Disord. 2025 Nov 8:108108. doi:
q_906090,What is the underlying mechanism through which lactate dehydrogenase levels may be associated with the development of diabetic peripheral neuropathy?,9,Front Endocrinol (Lausanne). 2025 Oct 29;16:1680539. doi:; Front Endocrinol (Lausanne). 2025 Oct 29;16:1680539. doi:; Front Endocrinol (Lausanne). 2025 Oct 29;16:1680539. doi:; Ann Med. 2025 Dec;57(1):2587326. doi: 10.1080/07853890.2025.2587326. Epub 2025; J Neuroinflammation. 2025 Nov 5;22(1):261. doi: 10.1186/s12974-025-03581-6.
q_530516,What is the molecular mechanism by which FOXP2 expression is regulated in specific cell types within cerebellar organoids?,4,Dis Model Mech. 2025 Nov 1;18(11):dmm052290. doi: 10.1242/dmm.052290. Epub 2025; Dis Model Mech. 2025 Nov 1;18(11):dmm052290. doi: 10.1242/dmm.052290. Epub 2025; Dis Model Mech. 2025 Nov 1;18(11):dmm052290. doi: 10.1242/dmm.052290. Epub 2025; Biol Reprod. 2025 Nov 14:ioaf252. doi: 10.1093/biolre/ioaf252.
q_713098,When should a cprsca resnet automatic seizure detection model be considered in the clinical evaluation of patients with suspected epilepsy?,12,Front Neurosci. 2025 Oct 29;19:1693079. doi: 10.3389/fnins.2025.1693079.; Front Neurosci. 2025 Oct 29;19:1693079. doi: 10.3389/fnins.2025.1693079.; Front Neurosci. 2025 Oct 29;19:1693079. doi: 10.3389/fnins.2025.1693079.; Front Neurosci. 2025 Oct 29;19:1693079. doi: 10.3389/fnins.2025.1693079.; IEEE Trans Biomed Eng. 2025 Dec;72(12):3440-3452. doi: 10.1109/TBME.2025.3563789.
q_178773,What is the mechanism by which congenital heart defects contribute to increased morbidity and mortality in individuals with Down syndrome?,8,J Neurosci. 2025 Nov 12;45(46):e1365252025. doi: 10.1523/JNEUROSCI.1365-25.2025.; Pneumologie. 2025 Nov 11. doi: 10.1055/a-2733-3375.; J Cardiovasc Dev Dis. 2025 Oct 1;12(10):386. doi: 10.3390/jcdd12100386.; Cureus. 2025 Sep 23;17(9):e93029. doi: 10.7759/cureus.93029. eCollection 2025; Arch Dis Child. 2025 Nov 13:archdischild-2024-328448. doi:
q_501686,What is the difference in kidney transplant candidacy rates between adults with severe obesity and those without severe obesity?,14,Am J Kidney Dis. 2025 Nov 12:S0272-6386(25)01156-4. doi:; Am J Kidney Dis. 2025 Nov 12:S0272-6386(25)01156-4. doi:; Am J Kidney Dis. 2025 Nov 12:S0272-6386(25)01156-4. doi:; Am J Kidney Dis. 2025 Nov 12:S0272-6386(25)01156-4. doi:; Front Transplant. 2025 Oct 29;4:1623096. doi: 10.3389/frtra.2025.1623096.
q_095451,"In pediatric refractory epilepsy patients with identified pathogenic or likely pathogenic genetic variants, what is the recommended treatment optimization strategy to improve seizure control and overall outcomes?",14,Seizure. 2025 Oct 29;133:224-231. doi: 10.1016/j.seizure.2025.10.022.; Epilepsia. 2025 Nov 14. doi: 10.1111/epi.70018.; Seizure. 2025 Oct 29;133:224-231. doi: 10.1016/j.seizure.2025.10.022.; Epilepsia. 2025 Nov 14. doi: 10.1111/epi.70018.; Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2025 Sep 10;42(9):1045-1052. doi:
q_471641,"What are the biochemical inflammatory biomarkers, such as lipopolysaccharide (LPS) and LPS binding protein (LBP), used to measure in the study?",9,J Back Musculoskelet Rehabil. 2025 Nov 13:10538127251392826. doi:; Int J Mol Sci. 2025 Nov 5;26(21):10770. doi: 10.3390/ijms262110770.; BMC Public Health. 2025 Nov 14;25(1):3937. doi: 10.1186/s12889-025-24754-1.; Sci Rep. 2025 Nov 14;15(1):40013. doi: 10.1038/s41598-025-23770-w.; Medicine (Baltimore). 2025 Oct 17;104(42):e44167. doi:
q_674735,What is the mechanism by which chronic stress in family caregivers of children with cancer contributes to their unmet supportive care needs?,11,J Pediatr Nurs. 2025 Nov 7;86:44-50. doi: 10.1016/j.pedn.2025.10.029.; J Pediatr Nurs. 2025 Nov 7;86:44-50. doi: 10.1016/j.pedn.2025.10.029.; J Pediatr Nurs. 2025 Nov 7;86:44-50. doi: 10.1016/j.pedn.2025.10.029.; Healthcare (Basel). 2025 Oct 23;13(21):2681. doi: 10.3390/healthcare13212681.; Sci Rep. 2025 Nov 12;15(1):39694. doi: 10.1038/s41598-025-23331-1.
q_164865,What is the recommended integrated screening and management strategy for individuals with chronic kidney disease (CKD) and concomitant chronic obstructive pulmonary disease (COPD) to target both pulmonary and cardiometabolic health?,9,COPD. 2025 Dec;22(1):2582809. doi: 10.1080/15412555.2025.2582809. Epub 2025 Nov; BMC Public Health. 2025 Nov 4;25(1):3779. doi: 10.1186/s12889-025-24797-4.; Korean J Intern Med. 2025 Nov;40(6):876-889. doi: 10.3904/kjim.2025.099. Epub; J Prim Care Community Health. 2025 Jan-Dec;16:21501319251379732. doi:; Expert Rev Respir Med. 2025 Nov 14. doi: 10.1080/17476348.2025.2590785.
q_672146,When should cardiometabolic comorbidities be considered a priority in the management of patients with clonal hematopoiesis of indeterminate potential (CHIP)?,12,JAMA Cardiol. 2025 Nov 9:e254603. doi: 10.1001/jamacardio.2025.4603.; Arterioscler Thromb Vasc Biol. 2025 Nov 6. doi: 10.1161/ATVBAHA.125.322896.; JAMA Cardiol. 2025 Nov 9:e254603. doi: 10.1001/jamacardio.2025.4603.; Healthcare (Basel). 2025 Oct 15;13(20):2599. doi: 10.3390/healthcare13202599.; JAMA Cardiol. 2025 Nov 9:e254603. doi: 10.1001/jamacardio.2025.4603.
q_732170,"What is the difference between the essential information set developed for patients, family members, and healthcare professionals to support living well with bipolar disorder, and a general psychoeducation program for the same population?",8,Health Expect. 2025 Oct;28(5):e70470. doi: 10.1111/hex.70470.; Health Expect. 2025 Oct;28(5):e70470. doi: 10.1111/hex.70470.; Health Expect. 2025 Oct;28(5):e70470. doi: 10.1111/hex.70470.; Int J Soc Psychiatry. 2025 Nov 14:207640251391255. doi:; Front Psychiatry. 2025 Oct 14;16:1651938. doi: 10.3389/fpsyt.2025.1651938.
q_298184,"When should high resolution ultrasonography (microus) be used in the evaluation of patients with suspected prostate cancer (PCA), given its comparable performance to multiparametric magnetic resonance imaging (mpmri)?",12,Wideochir Inne Tech Maloinwazyjne. 2025 Sep 8;20(3):295-301. doi:; Wideochir Inne Tech Maloinwazyjne. 2025 Sep 8;20(3):295-301. doi:; Wideochir Inne Tech Maloinwazyjne. 2025 Sep 8;20(3):295-301. doi:; J Magn Reson Imaging. 2025 Nov 12. doi: 10.1002/jmri.70171.; Br J Radiol. 2025 Nov 10:tqaf269. doi: 10.1093/bjr/tqaf269.
q_126630,What is the comparative susceptibility of Pluralibacter gergoviae to antimicrobial agents in comparison to other bacteria commonly causing peritoneal dialysis-related infections?,7,Oxf Med Case Reports. 2025 Oct 29;2025(10):omaf219. doi: 10.1093/omcr/omaf219.; Oxf Med Case Reports. 2025 Oct 29;2025(10):omaf219. doi: 10.1093/omcr/omaf219.; Oxf Med Case Reports. 2025 Oct 29;2025(10):omaf219. doi: 10.1093/omcr/omaf219.; Health Sci Rep. 2025 Nov 11;8(11):e71503. doi: 10.1002/hsr2.71503. eCollection; Iran J Microbiol. 2025 Oct;17(5):751-760. doi: 10.18502/ijm.v17i5.19884.
q_923090,How does the use of the BPAT relate to the assessment of breathing pattern disorders in patients with COPD?,12,Physiother Res Int. 2026 Jan;31(1):e70124. doi: 10.1002/pri.70124.; Physiother Res Int. 2026 Jan;31(1):e70124. doi: 10.1002/pri.70124.; Physiother Res Int. 2026 Jan;31(1):e70124. doi: 10.1002/pri.70124.; Physiother Res Int. 2026 Jan;31(1):e70124. doi: 10.1002/pri.70124.; BMJ Open Respir Res. 2025 Nov 5;12(1):e003513. doi: 10.1136/bmjresp-2025-003513.
q_563457,What is the difference in NK cell cytotoxicity against glioblastoma cells when cystatin F is activated versus when it is not activated?,9,Front Immunol. 2025 Oct 28;16:1708281. doi: 10.3389/fimmu.2025.1708281.; Front Immunol. 2025 Oct 28;16:1708281. doi: 10.3389/fimmu.2025.1708281.; Front Immunol. 2025 Oct 28;16:1708281. doi: 10.3389/fimmu.2025.1708281.; Signal Transduct Target Ther. 2025 Nov 14;10(1):368. doi:; Signal Transduct Target Ther. 2025 Nov 14;10(1):368. doi:
q_539167,What are the criteria for diagnosing chronic kidney disease of unknown etiology (CKDu) in a population-based study as described in the CKDu-AGRI Study?,6,Lancet Reg Health Southeast Asia. 2025 Oct 28;42:100683. doi:; Lancet Reg Health Southeast Asia. 2025 Oct 28;42:100683. doi:; Lancet Reg Health Southeast Asia. 2025 Oct 28;42:100683. doi:; Sci Rep. 2025 Nov 11;15(1):39517. doi: 10.1038/s41598-025-23239-w.; BMC Nephrol. 2025 Nov 12;26(1):630. doi: 10.1186/s12882-025-04571-9.
q_777907,"In a patient with a history of cardiac surgery, presenting with heart failure, what is the appropriate diagnostic consideration when imaging reveals a band-like calcification in the atrioventricular groove along with biventricular dysfunction?",12,J Saudi Heart Assoc. 2025 Oct 31;37(4):1463. doi: 10.37616/2212-5043.1463.; JACC Case Rep. 2025 Nov 13:106048. doi: 10.1016/j.jaccas.2025.106048.; JACC Case Rep. 2025 Nov 14:106054. doi: 10.1016/j.jaccas.2025.106054.; JACC Case Rep. 2025 Nov 14:106054. doi: 10.1016/j.jaccas.2025.106054.; Cureus. 2025 Oct 7;17(10):e94040. doi: 10.7759/cureus.94040. eCollection 2025
q_219766,"What is the difference in the likelihood of approval for medical parole between applicants with a supportive superintendent recommendation and those without it, based on the analysis of the applications submitted to the Massachusetts correctional facilities?",3,Sci Rep. 2025 Nov 13;15(1):39736. doi: 10.1038/s41598-025-24358-0.; Sci Rep. 2025 Nov 13;15(1):39736. doi: 10.1038/s41598-025-24358-0.; Sci Rep. 2025 Nov 13;15(1):39736. doi: 10.1038/s41598-025-24358-0.
q_318162,What are the key factors that influence fertility preservation decision-making in individuals assigned male at birth undergoing feminizing gender-affirming hormone therapy?,12,Reprod Biomed Online. 2025 Jun 3;52(1):105079. doi: 10.1016/j.rbmo.2025.105079.; Reprod Biomed Online. 2025 Jun 3;52(1):105079. doi: 10.1016/j.rbmo.2025.105079.; Hum Reprod. 2025 Nov 9:deaf216. doi: 10.1093/humrep/deaf216.; J Assist Reprod Genet. 2025 Nov 15. doi: 10.1007/s10815-025-03701-4.; Reprod Fertil. 2025 Nov 6:RAF-25-0071. doi: 10.1530/RAF-25-0071.
q_735025,"When evaluating a new patient with perinatal depression, in what scenarios should a healthcare provider consider the potential for associated disability?",15,Womens Health (Lond). 2025 Jan-Dec;21:17455057251394844. doi:; Womens Health (Lond). 2025 Jan-Dec;21:17455057251394844. doi:; Int J Bipolar Disord. 2025 Nov 4;13(1):32. doi: 10.1186/s40345-025-00400-y.; Gen Hosp Psychiatry. 2025 Nov 8;97:253-274. doi:; Womens Health (Lond). 2025 Jan-Dec;21:17455057251394844. doi:
q_127885,What are the differences in efficacy and safety between CT-guided hook wire localization and ENB-guided localization for preoperative marking of pulmonary nodules prior to VATS?,6,J Thorac Dis. 2025 Oct 31;17(10):8915-8927. doi: 10.21037/jtd-2025-1374. Epub; J Thorac Dis. 2025 Oct 31;17(10):8915-8927. doi: 10.21037/jtd-2025-1374. Epub; J Thorac Dis. 2025 Oct 31;17(10):9051-9062. doi: 10.21037/jtd-2025-1399. Epub; J Thorac Dis. 2025 Oct 31;17(10):9051-9062. doi: 10.21037/jtd-2025-1399. Epub; Int J Med Robot. 2025 Dec;21(6):e70120. doi: 10.1002/rcs.70120.
q_596409,In what scenarios would statin analogs be considered for designing more effective HMG-CoA reductase inhibitors based on their unique binding dynamics?,10,ChemistryOpen. 2025 Nov 10:e202500533. doi: 10.1002/open.202500533.; ChemistryOpen. 2025 Nov 10:e202500533. doi: 10.1002/open.202500533.; ChemistryOpen. 2025 Nov 10:e202500533. doi: 10.1002/open.202500533.; Sci Rep. 2025 Nov 11;15(1):39450. doi: 10.1038/s41598-025-23073-0.; Cardiol Rev. 2025 Nov 8. doi: 10.1097/CRD.0000000000001122.
q_603603,"In patients with metastatic hormone-sensitive prostate cancer (mHSPC), when should darolutamide plus docetaxel and ADT be considered as a first-line treatment option relative to other ADT-based regimens?",9,Sci Rep. 2025 Nov 13;15(1):39857. doi: 10.1038/s41598-025-23491-0.; Sci Rep. 2025 Nov 13;15(1):39857. doi: 10.1038/s41598-025-23491-0.; Sci Rep. 2025 Nov 13;15(1):39857. doi: 10.1038/s41598-025-23491-0.; Nat Rev Urol. 2025 Nov 10. doi: 10.1038/s41585-025-01104-9.; Cureus. 2025 Oct 12;17(10):e94427. doi: 10.7759/cureus.94427. eCollection 2025
q_991904,What is the primary mechanism by which the widespread and inappropriate use of antibiotics in dairy farming contributes to the development of antibiotic-resistant bacteria?,19,Open Vet J. 2025 Sep;15(9):3980-4006. doi: 10.5455/OVJ.2025.v15.i9.5. Epub 2025; Open Vet J. 2025 Sep;15(9):3980-4006. doi: 10.5455/OVJ.2025.v15.i9.5. Epub 2025; PLoS One. 2025 Nov 12;20(11):e0334516. doi: 10.1371/journal.pone.0334516.; PLoS One. 2025 Nov 14;20(11):e0336987. doi: 10.1371/journal.pone.0336987.; PLoS One. 2025 Nov 12;20(11):e0334516. doi: 10.1371/journal.pone.0334516.
q_629516,How does neoadjuvant immunotherapy work in the treatment of head and neck squamous cell carcinoma?,10,BMC Med. 2025 Nov 5;23(1):610. doi: 10.1186/s12916-025-04441-z.; BMC Med. 2025 Nov 5;23(1):610. doi: 10.1186/s12916-025-04441-z.; Pathol Oncol Res. 2025 Oct 28;31:1612229. doi: 10.3389/pore.2025.1612229.; BMC Med. 2025 Nov 5;23(1):610. doi: 10.1186/s12916-025-04441-z.; Cancer Immunol Immunother. 2025 Nov 6;74(12):362. doi:
q_096340,What was the rate of metabolic acidosis with high lactate at the end of surgery in the propofol group compared to the sevoflurane group?,7,Asian J Anesthesiol. 2024 Dec 3;62(4):216-226. doi:; Asian J Anesthesiol. 2024 Dec 3;62(4):216-226. doi:; Asian J Anesthesiol. 2024 Dec 3;62(4):216-226. doi:; Asian J Anesthesiol. 2024 Dec 3;62(4):216-226. doi:; J Thorac Dis. 2025 Oct 31;17(10):7924-7936. doi: 10.21037/jtd-2025-894. Epub 2025
q_652379,How does the awareness and prevention of melanoma in women of reproductive age impact the disease's progression and outcome?,6,Cancers (Basel). 2025 Oct 31;17(21):3528. doi: 10.3390/cancers17213528.; Cancers (Basel). 2025 Oct 31;17(21):3528. doi: 10.3390/cancers17213528.; Cancers (Basel). 2025 Oct 31;17(21):3528. doi: 10.3390/cancers17213528.; Am J Surg. 2025 Nov 5;251:116710. doi: 10.1016/j.amjsurg.2025.116710.; Am J Surg. 2025 Nov 5;251:116710. doi: 10.1016/j.amjsurg.2025.116710.
q_603070,"How can combining CPV, CHP susceptibility values, BMI, and gestational week help distinguish preeclampsia from normal pregnancy and identify preeclampsia patients with cognitive decline?",4,Hum Brain Mapp. 2025 Nov;46(16):e70397. doi: 10.1002/hbm.70397.; Hum Brain Mapp. 2025 Nov;46(16):e70397. doi: 10.1002/hbm.70397.; Hum Brain Mapp. 2025 Nov;46(16):e70397. doi: 10.1002/hbm.70397.; Hum Brain Mapp. 2025 Nov;46(16):e70397. doi: 10.1002/hbm.70397.
q_373149,How does the accuracy and repeatability of robot-assisted TAVI under level-3 autonomy compare with conventional manual TAVI performed in vivo?,4,Front Robot AI. 2025 Oct 21;12:1650228. doi: 10.3389/frobt.2025.1650228.; Front Robot AI. 2025 Oct 21;12:1650228. doi: 10.3389/frobt.2025.1650228.; Front Robot AI. 2025 Oct 21;12:1650228. doi: 10.3389/frobt.2025.1650228.; Front Robot AI. 2025 Oct 21;12:1650228. doi: 10.3389/frobt.2025.1650228.
q_543651,How does the incidence of chronic postsurgical pain at three months after unilateral breast cancer surgery compare between patients who receive preoperative single-injection erector spinae plane block with 30 mL 0.5 % ropivacaine versus placebo?,3,Anaesth Crit Care Pain Med. 2025 Nov 12:101676. doi: 10.1016/j.accpm.2025.101676.; Anaesth Crit Care Pain Med. 2025 Nov 12:101676. doi: 10.1016/j.accpm.2025.101676.; Anaesth Crit Care Pain Med. 2025 Nov 12:101676. doi: 10.1016/j.accpm.2025.101676.
q_945333,"How can clinicians in primary care, mental health, or pain clinics diagnose which patients with opioid use disorder are suitable for initiation of buprenorphine treatment within a stepped-care model?",1,JAMA Netw Open. 2025 Nov 3;8(11):e2543543. doi:
q_393002,"In EGFR-mutant NSCLC patients who have progressed after targeted TKI therapy, when should immune checkpoint inhibitors be integrated into subsequent treatment lines based on the efficacy and safety data presented?",6,J Thorac Dis. 2025 Oct 31;17(10):8181-8195. doi: 10.21037/jtd-2025-415. Epub 2025; J Thorac Dis. 2025 Oct 31;17(10):8181-8195. doi: 10.21037/jtd-2025-415. Epub 2025; Front Immunol. 2025 Oct 28;16:1673115. doi: 10.3389/fimmu.2025.1673115.; Cancer Manag Res. 2025 Nov 7;17:2623-2629. doi: 10.2147/CMAR.S539675. eCollection; Cancer Manag Res. 2025 Nov 7;17:2623-2629. doi: 10.2147/CMAR.S539675. eCollection
q_088722,At which specific time-points during induction and consolidation therapy was quantitative assessment of the SIL::TAL1 fusion transcript performed in this cohort of pediatric T-cell ALL patients?,5,Zhonghua Er Ke Za Zhi. 2025 Dec 2;63(12):1336-1342. doi:; Zhonghua Er Ke Za Zhi. 2025 Dec 2;63(12):1336-1342. doi:; Zhonghua Er Ke Za Zhi. 2025 Dec 2;63(12):1336-1342. doi:; Zhonghua Er Ke Za Zhi. 2025 Dec 2;63(12):1336-1342. doi:; Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2025 Oct;33(5):1262-1268. doi:
